id,tier,topic,type,question,answer,alternative_answer,explanation,expected_output,created_at
JSA054,expert,memoization,spot_the_bug,"Find and fix the bug. The memoized function gives wrong results when called with the same first argument but different second argument:

function memoize(fn) {
  const cache = new Map();
  return function(...args) {
    if (cache.has(args[0])) return cache.get(args[0]);
    const result = fn(...args);
    cache.set(args[0], result);
    return result;
  };
}
const add = memoize((a, b) => a + b);
console.log(add(1, 2)); // 3
console.log(add(1, 3)); // Should be 4, returns 3","function memoize(fn) {
  const cache = new Map();
  return function(...args) {
    const key = JSON.stringify(args);
    if (cache.has(key)) return cache.get(key);
    const result = fn(...args);
    cache.set(key, result);
    return result;
  };
}
const add = memoize((a, b) => a + b);
console.log(add(1, 2)); // 3
console.log(add(1, 3)); // 4",,"Keying the cache only on args[0] ignores the remaining arguments. add(1,2) and add(1,3) both hash to key 1 and return the first cached result. Serialising the full args array as a JSON string produces a unique cache key for every distinct combination of arguments.","3
4",2026-05-15 16:57:21.711974+00
JSA055,expert,classes,spot_the_bug,"Find and fix the bug. DataLoader uses await in the constructor, which is a SyntaxError. Move the async work into an async init() method and log the loaded data:

class DataLoader {
  constructor(url) {
    this.data = await Promise.resolve('data from ' + url);
  }
}
new DataLoader('/api');","class DataLoader {
  constructor(url) {
    this.url = url;
  }
  async init() {
    this.data = await Promise.resolve('data from ' + this.url);
    return this;
  }
}
new DataLoader('/api').init().then(loader => console.log(loader.data));",,"Constructors are synchronous — they cannot use await. A common pattern is to separate async initialisation into an init() method that returns the instance, allowing the caller to await it. Alternatively, use a static async factory method.",data from /api,2026-05-15 16:57:21.711974+00
JSA056,expert,promises,spot_the_bug,"Find and fix the bug. getAllResults should report the outcome of every task including failures, but Promise.all rejects as soon as one task fails:

function task(id) {
  return id === 2 ? Promise.reject('fail' + id) : Promise.resolve('ok' + id);
}
async function getAllResults(ids) {
  return await Promise.all(ids.map(task));
}
getAllResults([1, 2, 3]).then(r => console.log(r.map(x => x.status).join(',')));","function task(id) {
  return id === 2 ? Promise.reject('fail' + id) : Promise.resolve('ok' + id);
}
async function getAllResults(ids) {
  return await Promise.allSettled(ids.map(task));
}
getAllResults([1, 2, 3]).then(r => console.log(r.map(x => x.status).join(',')));",,"Promise.all rejects immediately when any Promise rejects, discarding results from the others. Promise.allSettled waits for every Promise to settle and returns a result object for each one — fulfilled or rejected — so no results are lost.","fulfilled,rejected,fulfilled",2026-05-15 16:57:21.711974+00
JSA057,expert,generators,spot_the_bug,"Find and fix the bug. The second loop should restart from the beginning, but it logs nothing:

function* counter() {
  let i = 0;
  while (true) yield i++;
}
const gen = counter();
for (const n of gen) {
  if (n >= 3) break;
  console.log(n);
}
// Second iteration — expected: 0, 1, 2 — actual: nothing
for (const n of gen) {
  if (n >= 3) break;
  console.log(n);
}","function* counter() {
  let i = 0;
  while (true) yield i++;
}
for (const n of counter()) {
  if (n >= 3) break;
  console.log(n);
}
for (const n of counter()) {
  if (n >= 3) break;
  console.log(n);
}",,"A generator instance is exhausted after use — break exits the loop but leaves the generator in a 'done' state after internal clean-up. To restart, call the generator function again to get a fresh instance. Calling counter() each time creates a new independent iterator.","0
1
2
0
1
2",2026-05-15 16:57:21.711974+00
JSA058,expert,tagged-templates,spot_the_bug,"Find and fix the bug. The tag function should produce 'Hello World!' but produces 'Hello World':

function tag(strings, ...values) {
  let result = '';
  values.forEach((val, i) => {
    result += strings[i] + val;
  });
  return result;
}
console.log(tag`Hello ${'World'}!`);","function tag(strings, ...values) {
  let result = '';
  values.forEach((val, i) => {
    result += strings[i] + val;
  });
  result += strings[strings.length - 1];
  return result;
}
console.log(tag`Hello ${'World'}!`);",,"strings always has one more element than values. For the template `Hello ${'World'}!`, strings is ['Hello ', '!'] and values is ['World']. The loop processes strings[0]+'World' = 'Hello World' but misses strings[1] = '!'. Adding the last string segment after the loop completes the output.",Hello World!,2026-05-15 16:57:21.711974+00
JSA059,expert,proxy,spot_the_bug,"Find and fix the bug. In strict mode the set trap throws a TypeError because it does not signal success by returning true:

'use strict';
const obj = new Proxy({}, {
  set(target, prop, value) {
    target[prop] = value;
  }
});
obj.name = 'Alice';
console.log(obj.name);","'use strict';
const obj = new Proxy({}, {
  set(target, prop, value) {
    target[prop] = value;
    return true;
  }
});
obj.name = 'Alice';
console.log(obj.name);",,"The Proxy set trap must return true to indicate that the assignment was handled successfully. If it returns a falsy value (including undefined from a missing return), JavaScript throws a TypeError in strict mode. Always return true after performing the assignment in a set trap.",Alice,2026-05-15 16:57:21.711974+00
JSA060,expert,closures,spot_the_bug,"Find and fix the bug. Each button handler should log its own index, but all log 3:

const handlers = [];
for (var i = 0; i < 3; i++) {
  handlers.push(function() {
    console.log('Button', i);
  });
}
handlers[0](); // Should log 'Button 0', logs 'Button 3'
handlers[1](); // Should log 'Button 1', logs 'Button 3'
handlers[2](); // Should log 'Button 2', logs 'Button 3'","const handlers = [];
for (let i = 0; i < 3; i++) {
  handlers.push(function() {
    console.log('Button', i);
  });
}
handlers[0]();
handlers[1]();
handlers[2]();",,"var is function-scoped so all three closures share the same i. By the time any handler is called, the loop has finished and i is 3. Using let creates a new block-scoped i for each iteration, giving each closure its own captured copy. The IIFE alternative achieves the same effect by passing i as an argument.","Button 0
Button 1
Button 2",2026-05-15 16:57:21.711974+00
JSB001,simple,variables,write_the_code,"Write code that declares two variables a = 10 and b = 20, swaps their values, and logs both on separate lines.

// Expected output:
// 20
// 10","let a = 10, b = 20;
[a, b] = [b, a];
console.log(a);
console.log(b);","let a = 10;
let b = 20;
const temp = a;
a = b;
b = temp;
console.log(a);
console.log(b);","Destructuring assignment [a, b] = [b, a] swaps values in one line without a temporary variable. The traditional approach uses a temp variable to hold one value during the swap.",,2026-05-15 16:48:16.058205+00
JSB002,simple,strings,write_the_code,"Write a function called capitalize that takes a string and returns it with the first letter uppercased and the rest lowercased.

capitalize('hELLO') // 'Hello'","function capitalize(str) {
  return str.charAt(0).toUpperCase() + str.slice(1).toLowerCase();
}","function capitalize(str) {
  return str[0].toUpperCase() + str.slice(1).toLowerCase();
}","charAt(0) retrieves the first character, toUpperCase() uppercases it, and slice(1) gets everything from index 1 onward. toLowerCase() ensures the remaining characters are lowercase.",,2026-05-15 16:48:16.058205+00
JSB003,simple,conditionals,write_the_code,"Write a function called classify that takes a number n and returns 'positive' if n > 0, 'negative' if n < 0, and 'zero' if n is exactly 0.","function classify(n) {
  if (n > 0) return ""positive"";
  if (n < 0) return ""negative"";
  return ""zero"";
}","function classify(n) {
  if (n > 0) {
    return ""positive"";
  } else if (n < 0) {
    return ""negative"";
  } else {
    return ""zero"";
  }
}","Early returns exit the function as soon as a condition is met, so no else is needed. If neither positive nor negative, the only remaining case is zero.",,2026-05-15 16:48:16.058205+00
JSB004,simple,loops,write_the_code,"Write a function called sumArray that takes an array of numbers and returns the sum of all elements using a for...of loop.

sumArray([1, 2, 3, 4]) // 10","function sumArray(arr) {
  let sum = 0;
  for (const num of arr) {
    sum += num;
  }
  return sum;
}",,"for...of iterates directly over array values (not indices). Each iteration binds the next element to num, so you can accumulate the sum without managing an index variable.",,2026-05-15 16:48:16.058205+00
JSB005,simple,objects,write_the_code,"Write a function called createPerson that takes a name and age and returns an object with those as properties.

createPerson('Alice', 25) // { name: 'Alice', age: 25 }","function createPerson(name, age) {
  return { name, age };
}","function createPerson(name, age) {
  return { name: name, age: age };
}",ES6 shorthand property syntax allows { name } instead of { name: name } when the property key and variable name are the same. Both forms produce an identical object.,,2026-05-15 16:48:16.058205+00
JSB006,simple,functions,write_the_code,"Write a function called max that takes two numbers a and b and returns the larger one.

max(3, 7)  // 7
max(10, 4) // 10","function max(a, b) {
  return a > b ? a : b;
}","function max(a, b) {
  if (a > b) return a;
  return b;
}","The ternary operator is a concise way to return one of two values. If a > b is true, a is returned; otherwise b is returned. A standard if/else works equally well.",,2026-05-15 16:48:16.058205+00
JSB007,simple,functions,write_the_code,"Write a function called average that takes an array of numbers and returns their arithmetic mean.

average([2, 4, 6]) // 4","function average(nums) {
  let sum = 0;
  for (const n of nums) {
    sum += n;
  }
  return sum / nums.length;
}","function average(nums) {
  return nums.reduce((acc, n) => acc + n, 0) / nums.length;
}",Sum all elements then divide by the count. The loop accumulates the total; dividing by nums.length gives the arithmetic mean. reduce() is an equivalent one-liner.,,2026-05-15 16:48:16.058205+00
JSB008,simple,arrays,write_the_code,"Write a function called getEvens that takes an array of numbers and returns a new array containing only the even numbers.

getEvens([1, 2, 3, 4, 5, 6]) // [2, 4, 6]","function getEvens(nums) {
  return nums.filter(n => n % 2 === 0);
}","function getEvens(nums) {
  const result = [];
  for (const n of nums) {
    if (n % 2 === 0) result.push(n);
  }
  return result;
}",filter() returns a new array with only the elements for which the callback returns true. n % 2 === 0 is true for even numbers. The loop approach achieves the same by checking and pushing manually.,,2026-05-15 16:48:16.058205+00
JSB009,simple,variables,output_prediction,"What will the following code log to the console?

var message = ""hello"";
var message = ""world"";
console.log(message);",world,,"Unlike let and const, var allows you to declare the same variable multiple times without an error. The last assignment wins, so 'world' is logged.",,2026-05-15 16:48:16.058205+00
JSB010,simple,operators,output_prediction,"What will the following code log to the console?

let a = 5;
console.log(a++);
console.log(a);","5
6",,"a++ is the post-increment operator. It returns the current value first (5), then increments the variable. The second console.log shows the already-incremented value (6).",,2026-05-15 16:48:16.058205+00
JSB011,simple,conditionals,output_prediction,"What will the following code log to the console?

let temperature = 15;
if (temperature > 30) {
  console.log(""hot"");
} else if (temperature > 20) {
  console.log(""warm"");
} else {
  console.log(""cool"");
}",cool,,"JavaScript evaluates conditions top to bottom and stops at the first true branch. 15 is neither > 30 nor > 20, so the else block runs and logs 'cool'.",,2026-05-15 16:48:16.058205+00
JSB012,simple,conditionals,output_prediction,"What will the following code log to the console?

let day = ""Monday"";
switch (day) {
  case ""Monday"":
    console.log(""Start of the week"");
    break;
  case ""Friday"":
    console.log(""End of the week"");
    break;
  default:
    console.log(""Midweek"");
}",Start of the week,,"switch compares the value against each case using strict equality. 'Monday' matches the first case, so 'Start of the week' is logged. The break statement exits the switch and prevents fall-through.",,2026-05-15 16:48:16.058205+00
JSB013,simple,loops,output_prediction,"What will the following code log to the console?

for (let i = 1; i <= 4; i++) {
  console.log(i * 2);
}","2
4
6
8",,"The loop runs with i = 1, 2, 3, 4 (stops when i > 4). Each iteration logs i * 2, producing 2, 4, 6, 8 on separate lines.",,2026-05-15 16:48:16.058205+00
JSB014,simple,loops,output_prediction,"What will the following code log to the console?

let count = 5;
while (count > 0) {
  console.log(count);
  count -= 2;
}","5
3
1",,"Starting at 5, the loop decrements count by 2 each iteration: 5 → 3 → 1 → -1. When count becomes -1 the condition count > 0 is false, so the loop stops after printing 5, 3, 1.",,2026-05-15 16:48:16.058205+00
JSB015,simple,functions,output_prediction,"What will the following code log to the console?

function add(a, b = 5) {
  return a + b;
}
console.log(add(3));
console.log(add(3, 10));","8
13",,"Default parameters are used when no argument is provided for that position. add(3) uses b = 5 (the default), returning 8. add(3, 10) uses the explicit b = 10, returning 13.",,2026-05-15 16:48:16.058205+00
JSB016,simple,objects,output_prediction,"What will the following code log to the console?

const person = { name: ""Alice"", age: 25 };
console.log(person.name);
console.log(person[""age""]);","Alice
25",,Object properties can be accessed with dot notation (person.name) or bracket notation (person['age']). Both return the same value. Bracket notation is useful when the key is stored in a variable or contains special characters.,,2026-05-15 16:48:16.058205+00
JSB017,simple,datatypes,what_is_the_result,"What will the following code log to the console?

console.log(typeof ""JavaScript"");
console.log(typeof 2024);","string
number",,typeof returns a lowercase string indicating the data type of its operand. Strings return 'string' and numbers (integer or float) return 'number'.,,2026-05-15 16:48:16.058205+00
JSB018,simple,datatypes,what_is_the_result,"What will the following code log to the console?

console.log(typeof null);",object,,"typeof null returning 'object' is a historical bug in JavaScript that was never fixed for backward compatibility. null represents the intentional absence of a value, not an actual object.",,2026-05-15 16:48:16.058205+00
JSB019,simple,coercion,what_is_the_result,"What will the following code log to the console?

console.log(""3"" + 4);",34,,"When the + operator sees a string on either side, it converts the other operand to a string and concatenates. '3' + 4 becomes '3' + '4' = '34', not 7.",,2026-05-15 16:48:16.058205+00
JSB020,simple,coercion,what_is_the_result,"What will the following code log to the console?

console.log(5 == ""5"");",true,,"== performs loose equality with type coercion. It converts '5' (string) to 5 (number) before comparing, so 5 == 5 evaluates to true. Use === to skip this implicit conversion.",,2026-05-15 16:48:16.058205+00
JSB021,simple,coercion,what_is_the_result,"What will the following code log to the console?

console.log(5 === ""5"");",false,,"=== is strict equality — it checks both value and type without any coercion. 5 is a number and '5' is a string, so they are not strictly equal.",,2026-05-15 16:48:16.058205+00
JSB022,simple,operators,what_is_the_result,"What will the following code log to the console?

console.log(17 % 5);",2,,"The % operator returns the remainder after integer division. 17 divided by 5 is 3 with remainder 2 (because 5 × 3 = 15, and 17 − 15 = 2).",,2026-05-15 16:48:16.058205+00
JSB023,simple,operators,what_is_the_result,"What will the following code log to the console?

console.log(2 ** 10);",1024,,The ** operator is the exponentiation operator introduced in ES2016. 2 to the power of 10 is 1024.,,2026-05-15 16:48:16.058205+00
JSB024,simple,strings,what_is_the_result,"What will the following code log to the console?

let language = ""JavaScript"";
console.log(language.length);",10,,The length property returns the number of characters in a string. 'JavaScript' has 10 characters: J-a-v-a-S-c-r-i-p-t.,,2026-05-15 16:48:16.058205+00
JSB025,simple,variables,fill_in_the_blank,"Fill in the blank to declare a constant variable:

___ MAX_RETRIES = 3;
console.log(MAX_RETRIES); // 3","const MAX_RETRIES = 3;
console.log(MAX_RETRIES); // 3",,const declares a block-scoped variable that cannot be reassigned after its initial value is set. It is preferred when the value should never change.,3,2026-05-15 16:48:16.058205+00
JSB026,simple,datatypes,fill_in_the_blank,"Fill in the blank to check if a variable holds a string:

let value = ""hello"";
console.log(___ value === ""string""); // true","let value = ""hello"";
console.log(typeof value === ""string""); // true",,typeof is a unary operator that returns a string representing the type of the operand. typeof value === 'string' evaluates to true because value contains the string 'hello'.,true,2026-05-15 16:48:16.058205+00
JSB027,simple,operators,fill_in_the_blank,"Fill in the blank to complete the ternary expression:

let age = 20;
let status = age >= 18 ___ ""adult"" : ""minor"";
console.log(status); // adult","let age = 20;
let status = age >= 18 ? ""adult"" : ""minor"";
console.log(status); // adult",,? is the ternary operator: condition ? valueIfTrue : valueIfFalse. It returns one of two values based on a condition and is a concise alternative to if/else.,adult,2026-05-15 16:48:16.058205+00
JSB028,simple,strings,fill_in_the_blank,"Fill in the blank to extract 'World' from the string:

let sentence = ""Hello, World!"";
console.log(sentence.___(7, 12)); // World","let sentence = ""Hello, World!"";
console.log(sentence.slice(7, 12)); // World",,"slice(start, end) extracts characters from index start up to (but not including) index end. 'Hello, ' occupies indices 0–6, so 'World' starts at index 7 and ends at 11.",World,2026-05-15 16:48:16.058205+00
JSB029,simple,strings,fill_in_the_blank,"Fill in the blank to split the string into an array:

let csv = ""apple,banana,cherry"";
let fruits = csv.___("","");
console.log(fruits[1]); // banana","let csv = ""apple,banana,cherry"";
let fruits = csv.split("","");
console.log(fruits[1]); // banana",,"split(separator) divides a string into an array of substrings at each separator. 'apple,banana,cherry'.split(',') produces ['apple', 'banana', 'cherry'], and index 1 is 'banana'.",banana,2026-05-15 16:48:16.058205+00
JSB030,simple,functions,fill_in_the_blank,"Fill in the blank so the function returns the cube of n:

function cube(n) {
  ___ n * n * n;
}
console.log(cube(3)); // 27","function cube(n) {
  return n * n * n;
}
console.log(cube(3)); // 27",,"Without a return statement, a function implicitly returns undefined. return n * n * n computes 3 × 3 × 3 = 27 and sends that value back to the caller.",27,2026-05-15 16:48:16.058205+00
JSB031,simple,functions,fill_in_the_blank,"Fill in the blank to complete the arrow function:

const square = n ___ n * n;
console.log(square(4)); // 16","const square = n => n * n;
console.log(square(4)); // 16",,"=> defines an arrow function. For a single-expression body, curly braces and the return keyword are omitted — the expression is implicitly returned. n => n * n squares its argument.",16,2026-05-15 16:48:16.058205+00
JSB032,simple,arrays,fill_in_the_blank,"Fill in the blank to double every element in the array:

const nums = [1, 2, 3, 4];
const doubled = nums.___(n => n * 2);
console.log(doubled[2]); // 6","const nums = [1, 2, 3, 4];
const doubled = nums.map(n => n * 2);
console.log(doubled[2]); // 6",,"map() creates a new array by applying a function to each element of the original. n => n * 2 doubles every number, so [1, 2, 3, 4] becomes [2, 4, 6, 8]. Index 2 is 6.",6,2026-05-15 16:48:16.058205+00
JSB033,simple,variables,spot_the_bug,"Find and fix the bug. The code should log 10:

const score = 0;
score = score + 10;
console.log(score);","let score = 0;
score = score + 10;
console.log(score);",,const variables cannot be reassigned after initialization — doing so throws a TypeError. Changing const to let allows the variable to be updated.,10,2026-05-15 16:48:16.058205+00
JSB034,simple,conditionals,spot_the_bug,"Find and fix the bug. The code should log 'fizz' because 15 is divisible by 3:

let n = 15;
if (n % 3 = 0) {
  console.log(""fizz"");
}","let n = 15;
if (n % 3 === 0) {
  console.log(""fizz"");
}",,"= is the assignment operator, not a comparison. Inside an if condition, = causes a syntax error (in strict mode) or unexpected behaviour. Use === or == to compare values.",fizz,2026-05-15 16:48:16.058205+00
JSB035,simple,loops,spot_the_bug,"Find and fix the bug. The code should log numbers 1 to 5 but runs forever:

for (let i = 1; i <= 5; i--) {
  console.log(i);
}","for (let i = 1; i <= 5; i++) {
  console.log(i);
}",,"i-- decrements i on every iteration, moving it further from the stopping condition (i <= 5) and creating an infinite loop. Changing i-- to i++ increments toward 5 and the loop terminates correctly.","1
2
3
4
5",2026-05-15 16:48:16.058205+00
JSB036,simple,arrays,spot_the_bug,"Find and fix the bug. The code should produce [2, 4, 6], but doesn't:

const nums = [1, 2, 3];
const doubled = nums.filter(n => n * 2);
console.log(doubled);","const nums = [1, 2, 3];
const doubled = nums.map(n => n * 2);
console.log(doubled);",,"filter() keeps elements that pass a truthy test — it does not transform values. Since any non-zero number is truthy, filter returns the original elements unchanged. Use map() to transform each element.","[2,4,6]",2026-05-15 16:48:16.058205+00
JSB037,simple,strings,spot_the_bug,"Find and fix the bug. The code should log 'HELLO' but logs 'hello':

let greeting = ""hello"";
greeting.toUpperCase();
console.log(greeting);","let greeting = ""hello"";
greeting = greeting.toUpperCase();
console.log(greeting);",,String methods in JavaScript do not mutate the original string — they return a new one. The result of toUpperCase() must be assigned back to greeting to use the uppercase version.,HELLO,2026-05-15 16:48:16.058205+00
JSB038,simple,arrays,spot_the_bug,"Find and fix the bug. The code should log true when 3 is in the array:

const nums = [1, 2, 3, 4, 5];
console.log(nums.contains(3));","const nums = [1, 2, 3, 4, 5];
console.log(nums.includes(3));",,"JavaScript arrays do not have a contains() method — that is common in other languages like Java. The correct method is includes(), which returns true if the element is present in the array.",true,2026-05-15 16:48:16.058205+00
JSB039,simple,loops,spot_the_bug,"Find and fix the bug. The code should log numbers 1 to 5 but only logs 1 to 4:

for (let i = 1; i < 5; i++) {
  console.log(i);
}","for (let i = 1; i <= 5; i++) {
  console.log(i);
}",,"i < 5 stops before reaching 5 — it runs for i = 1, 2, 3, 4 only. Changing to i <= 5 includes 5, so all numbers from 1 to 5 are logged.","1
2
3
4
5",2026-05-15 16:48:16.058205+00
JSB040,simple,objects,spot_the_bug,"Find and fix the bug. The code should log 'Alice':

const user = { info: { name: ""Alice"" } };
console.log(user.name);","const user = { info: { name: ""Alice"" } };
console.log(user.info.name);",,"name is nested inside the info property, not directly on user. user.name is undefined because there is no name key at the top level. The correct path is user.info.name.",Alice,2026-05-15 16:48:16.058205+00
JSH001,hard,closures,write_the_code,"Write a function makeCounter that returns an object with three methods: increment(), decrement(), and getCount(). Each call to increment increases a private count by 1, decrement decreases it, and getCount returns the current value. The count starts at 0.

const c = makeCounter();
c.increment();
c.increment();
c.decrement();
console.log(c.getCount()); // 1","function makeCounter() {
  let count = 0;
  return {
    increment() { count++; },
    decrement() { count--; },
    getCount() { return count; }
  };
}",,"The returned object's methods close over the count variable declared in makeCounter's scope. Each call to increment or decrement modifies the same count, and getCount reads it. The variable is private because nothing outside the returned object can access it directly.",,2026-05-15 16:54:22.904349+00
JSH002,hard,this,write_the_code,"Write a function greet that takes no arguments and returns 'Hello, ' + this.name. Then write a line that calls greet using .call() with the object { name: 'Alice' } and logs the result.

// Expected output:
// Hello, Alice","function greet() {
  return 'Hello, ' + this.name;
}
console.log(greet.call({ name: 'Alice' }));","function greet() {
  return `Hello, ${this.name}`;
}
console.log(greet.call({ name: 'Alice' }));","Function.prototype.call invokes a function immediately, passing an explicit value for this as the first argument. Inside greet, this becomes { name: 'Alice' }, so this.name is 'Alice'.",,2026-05-15 16:54:22.904349+00
JSH003,hard,promises,write_the_code,"Write a function delay(ms) that returns a Promise which resolves after ms milliseconds.

delay(1000).then(() => console.log('done'));","function delay(ms) {
  return new Promise(resolve => setTimeout(resolve, ms));
}",,new Promise takes an executor function with resolve and reject callbacks. Passing resolve directly to setTimeout schedules the Promise to resolve after ms milliseconds. The Promise has no value — it is used purely for its timing side-effect.,,2026-05-15 16:54:22.904349+00
JSH004,hard,async-await,write_the_code,"Write an async function getSquare(n) that awaits a Promise which resolves to n * n, then returns that value.

getSquare(5).then(console.log); // 25","async function getSquare(n) {
  const result = await Promise.resolve(n * n);
  return result;
}","async function getSquare(n) {
  return n * n;
}","An async function always returns a Promise. The await keyword unwraps a Promise's resolved value. The alternative shows that async functions automatically wrap return values in a resolved Promise, so awaiting an intermediate Promise is optional here.",,2026-05-15 16:54:22.904349+00
JSH005,hard,classes,write_the_code,"Write a class Rectangle with a constructor(width, height), an area() method that returns the area, and a perimeter() method that returns the perimeter.

const r = new Rectangle(4, 5);
console.log(r.area());      // 20
console.log(r.perimeter()); // 18","class Rectangle {
  constructor(width, height) {
    this.width = width;
    this.height = height;
  }
  area() {
    return this.width * this.height;
  }
  perimeter() {
    return 2 * (this.width + this.height);
  }
}",,Class methods are defined directly inside the class body without the function keyword. The constructor stores instance data on this. area() and perimeter() use those properties to compute the result.,,2026-05-15 16:54:22.904349+00
JSH006,hard,currying,write_the_code,"Write a function curry(fn) that converts a two-argument function into a curried version — a function that takes the first argument and returns a new function that takes the second.

const add = (a, b) => a + b;
const curriedAdd = curry(add);
console.log(curriedAdd(3)(4)); // 7","function curry(fn) {
  return function(a) {
    return function(b) {
      return fn(a, b);
    };
  };
}","const curry = fn => a => b => fn(a, b);","Currying transforms a multi-argument function into a chain of single-argument functions. curry(fn) returns a function waiting for a, which returns another waiting for b. When b arrives, fn(a, b) is called with both arguments.",,2026-05-15 16:54:22.904349+00
JSH007,hard,generators,write_the_code,"Write a generator function range(start, end) that yields each integer from start to end inclusive.

const nums = [...range(1, 4)];
console.log(nums); // [1, 2, 3, 4]","function* range(start, end) {
  for (let i = start; i <= end; i++) {
    yield i;
  }
}",,"The function* syntax defines a generator. yield pauses execution and returns a value to the caller. The spread operator [...range(1,4)] repeatedly calls .next() until the generator is exhausted, collecting all yielded values.",,2026-05-15 16:54:22.904349+00
JSH008,hard,deep-copy,write_the_code,"Write a function deepClone(obj) that returns a deep clone of a plain object using JSON.parse and JSON.stringify. Verify that modifying the clone does not affect the original.

const original = { a: 1, b: { c: 2 } };
const clone = deepClone(original);
clone.b.c = 99;
console.log(original.b.c); // 2","function deepClone(obj) {
  return JSON.parse(JSON.stringify(obj));
}",,"JSON.stringify serialises the object to a string (losing the reference), and JSON.parse recreates a brand-new object from that string. Nested objects are fully copied, so changes to the clone do not affect the original. This approach works for plain data but does not handle functions, undefined, or circular references.",,2026-05-15 16:54:22.904349+00
JSH009,hard,higher-order-functions,write_the_code,"Write a function compose(f, g) that returns a new function which applies g first, then f to the result.

const double = x => x * 2;
const addOne = x => x + 1;
const doubleThenAdd = compose(addOne, double);
console.log(doubleThenAdd(5)); // 11","function compose(f, g) {
  return x => f(g(x));
}",,"Function composition creates a pipeline: the input passes through g first, then the result of g passes through f. compose(addOne, double)(5) computes addOne(double(5)) = addOne(10) = 11. Right-to-left application is the mathematical convention for compose.",,2026-05-15 16:54:22.904349+00
JSH010,hard,objects,write_the_code,"Write a function invertObject(obj) that returns a new object with all keys and values swapped.

invertObject({ a: 1, b: 2, c: 3 }); // { '1': 'a', '2': 'b', '3': 'c' }","function invertObject(obj) {
  return Object.fromEntries(
    Object.entries(obj).map(([k, v]) => [v, k])
  );
}","function invertObject(obj) {
  const result = {};
  for (const [k, v] of Object.entries(obj)) {
    result[v] = k;
  }
  return result;
}","Object.entries returns [key, value] pairs. Mapping over them and swapping the pair produces [value, key] tuples. Object.fromEntries converts those tuples back into an object, effectively inverting the original.",,2026-05-15 16:54:22.904349+00
JSH011,hard,regex,write_the_code,"Write a function maskEmail(email) that replaces every character of the local part (before @) except the first with an asterisk.

maskEmail('alice@example.com'); // 'a****@example.com'
maskEmail('bob@mail.com');      // 'b**@mail.com'","function maskEmail(email) {
  const [local, domain] = email.split('@');
  return local[0] + '*'.repeat(local.length - 1) + '@' + domain;
}","function maskEmail(email) {
  return email.replace(/(?<=^.)([^@]+)/, m => '*'.repeat(m.length));
}",Splitting on '@' isolates the local part. We keep the first character and replace the rest with asterisks using '*'.repeat(). The result is reassembled with '@' and the domain. The alternative uses a regex with a lookbehind to match all characters after the first up to the '@'.,,2026-05-15 16:54:22.904349+00
JSH012,hard,prototypes,write_the_code,"Write a constructor function Stack and add push, pop, and peek methods to its prototype. pop returns and removes the top item; peek returns it without removing.

const s = new Stack();
s.push(1); s.push(2); s.push(3);
console.log(s.peek()); // 3
console.log(s.pop());  // 3
console.log(s.pop());  // 2","function Stack() {
  this.items = [];
}
Stack.prototype.push = function(item) {
  this.items.push(item);
};
Stack.prototype.pop = function() {
  return this.items.pop();
};
Stack.prototype.peek = function() {
  return this.items[this.items.length - 1];
};",,"Prototype methods are shared across all instances rather than recreated per object. The constructor initialises this.items as an array. push delegates to Array.push, pop delegates to Array.pop (both mutate the array), and peek reads the last element without removing it.",,2026-05-15 16:54:22.904349+00
JSH013,hard,closures,output_prediction,"What will the following code log to the console?

for (var i = 0; i < 3; i++) {
  setTimeout(() => console.log(i), 0);
}","3
3
3",,"var is function-scoped, so all three arrow functions share the same i variable. By the time setTimeout fires (even with 0 ms delay), the for loop has already completed and i is 3. All three callbacks log 3.",,2026-05-15 16:54:22.904349+00
JSH014,hard,closures,output_prediction,"What will the following code log to the console?

for (let i = 0; i < 3; i++) {
  setTimeout(() => console.log(i), 0);
}","0
1
2",,"let is block-scoped. Each iteration of the loop creates a brand-new binding of i. The three arrow functions each close over their own separate i, so they log 0, 1, and 2 respectively — unlike var which would share a single binding.",,2026-05-15 16:54:22.904349+00
JSH015,hard,this,output_prediction,"What will the following code log to the console?

const obj = {
  name: 'Alice',
  getName: function() {
    return this.name;
  }
};
const fn = obj.getName;
console.log(fn());",undefined,,"When a method is extracted from an object and called as a plain function, it loses its original this binding. fn() calls getName with this set to the global object (or undefined in strict mode). The global object has no name property, so undefined is returned.",,2026-05-15 16:54:22.904349+00
JSH016,hard,prototypes,output_prediction,"What will the following code log to the console?

function Animal(name) {
  this.name = name;
}
Animal.prototype.speak = function() {
  return this.name + ' says hi';
};
const dog = new Animal('Rex');
console.log(dog.speak());
console.log(dog.hasOwnProperty('speak'));","Rex says hi
false",,"dog.speak() works because JavaScript walks up the prototype chain and finds speak on Animal.prototype. However, speak is not an own property of dog — it belongs to the prototype. hasOwnProperty checks only the instance's own enumerable properties, so it returns false.",,2026-05-15 16:54:22.904349+00
